10,40,21,92.8666
10,50,31,22.2363
20,80,41,52380.9334
20,90,51,10326.8834
20,100,61,2903.0531
20,110,71,1052.872
30,120,61,29501342.5271
30,130,71,5376408.7563
30,140,81,1278994.2004
30,150,91,376018.4551
30,160,101,131053.1672
30,170,111,52448.089
40,160,81,16617339523.4235
40,170,91,2903958664.4034
40,180,101,627715329.1546
40,190,111,162173487.6795
40,200,121,48703172.7227
40,210,131,16620749.3717
40,220,141,6327001.8082
40,230,151,2645808.6537
50,200,101,9360569278318.838
50,210,111,1593685511183.0505
50,220,121,323772628877.4719
50,230,131,76669285932.767
50,240,141,20746295200.4161
50,250,151,6308317442.7754
50,260,161,2124985048.4252
50,270,171,783425966.9681
50,280,181,312847495.0916
50,290,191,134118892.9012
60,240,121,5272948800969638.0
60,250,131,881920371228235.5
60,260,141,171560703413711.03
60,270,151,38160388395717.18
60,280,161,9562887453529.877
60,290,171,2665405570947.639
60,300,181,817097766895.0198
60,310,191,272821308859.5405
60,320,201,98370232715.7381
60,330,211,38016611952.3209
60,340,221,15643805396.7092
60,350,231,6814647106.9136
70,280,141,2.970372114112646e+18
70,290,151,4.904360697737608e+17
70,300,161,9.239442872119333e+16
70,310,171,1.9605558332857956e+16
70,320,181,4632425946921970.0
70,330,191,1206500390410648.0
70,340,201,343263611420220.25
70,350,211,105836850463325.97
70,360,221,35112699972431.527
70,370,231,12455285842812.322
70,380,241,4697241360793.528
70,390,251,1873816992336.299
70,400,261,787098050197.0684
70,410,271,346712878795.8355
80,320,161,1.6732927155994994e+21
80,330,171,2.7358473420644234e+20
80,340,181,5.028624833085271e+19
80,350,191,1.0285663264448686e+19
80,360,201,2.3199515164378696e+18
80,370,211,5.723053484013125e+17
80,380,221,1.532762383292638e+17
80,390,231,4.427246952638204e+16
80,400,241,1.3708858414870398e+16
80,410,251,4526121234667041.0
80,420,261,1585556125830032.8
80,430,271,586733570354702.6
80,440,281,228431543708284.4
80,450,291,93226319051595.55
80,460,301,39750496566971.25
80,470,311,17654288090831.527
90,360,181,9.426174730315038e+23
90,370,191,1.5293944546806483e+23
90,380,201,2.756703758407843e+22
90,390,211,5.475117371320124e+21
90,400,221,1.1893246141959934e+21
90,410,231,2.80656532033267e+20
90,420,241,7.1506644265393095e+19
90,430,251,1.9560567645845463e+19
90,440,261,5.715612178714009e+18
90,450,271,1.7756880598987313e+18
90,460,281,5.840425884370344e+17
90,470,291,2.025841250751952e+17
90,480,301,7.384158040841693e+16
90,490,311,2.8191074059812364e+16
90,500,321,1.123916773575746e+16
90,510,331,4666280022074989.0
90,520,341,2012423037695562.0
90,530,351,899422926947673.2
100,400,201,5.310076820298377e+26
100,410,211,8.562440051722136e+25
100,420,221,1.5190627118367752e+25
100,430,231,2.945178624913551e+24
100,440,241,6.201886163241556e+23
100,450,251,1.410429743847091e+23
100,460,261,3.446158835811654e+22
100,470,271,9.003251619171559e+21
100,480,281,2.5040036238329575e+21
100,490,291,7.383892952618429e+20
100,500,301,2.300026064390054e+20
100,510,311,7.541981073894492e+19
100,520,321,2.595177010312571e+19
100,530,331,9.343422419300714e+18
100,540,341,3.510159679507494e+18
100,550,351,1.3725925258158643e+18
100,560,361,5.5736825711068806e+17
100,570,371,2.3452753071763254e+17
100,580,381,1.0205365593853043e+17
100,590,391,4.583950877950371e+16
110,440,221,2.9913511466856307e+29
110,450,231,4.799025611968197e+28
110,460,241,8.402773365229291e+27
110,470,251,1.5967204536873216e+27
110,480,261,3.275742738787467e+26
110,490,271,7.220608376320801e+25
110,500,281,1.702495761961976e+25
110,510,291,4.276176838524855e+24
110,520,301,1.1397878762843248e+24
110,530,311,3.2125806945189775e+23
110,540,321,9.543774258062614e+22
110,550,331,2.979197875736936e+22
110,560,341,9.744572593027326e+21
110,570,351,3.330951134767096e+21
110,580,361,1.1870066353603357e+21
110,590,371,4.399751190302354e+20
110,600,381,1.6926660906566877e+20
110,610,391,6.745636475973432e+19
110,620,401,2.7795889028023116e+19
110,630,411,1.18220983982145e+19
110,640,421,5.181602263473098e+18
110,650,431,2.3368631095667825e+18
120,480,241,1.6851359555747003e+32
120,490,251,2.6919654557911787e+31
120,500,261,4.661584528892396e+30
120,510,271,8.708608414731973e+29
120,520,281,1.7473566831241672e+29
120,530,291,3.750012432746331e+28
120,540,301,8.574863589104945e+27
120,550,311,2.081637756076417e+27
120,560,321,5.347034463873715e+26
